BTC_ADDRESS,CONTRIBUTION_AMOUNT,BLOCK_HASH,POLKADOT_ADDRESS
19ct8SGKFqcrt3j7fvGCP5u6jXgEz1bDQi,10000000,cb3701ddb9ba8d0178f34ef870a72f2f7f1e0397c21ba072b05de828f059aa4f,12pKrm6FgSQpLUrV8CEGbcnF8ArEjUYWEqKyEatFhJr2kyRe
1AvyPmveezujRVza2JfUNdzbo8CiyJ7xQQ,10000000,236c24bb2ff10624e2b4ceb1bff15141ace03a149b4d7d0cca67389b7029f286,162KUJisQk3H3fNLpNM1J4sJ5m2UawH2WhnPx4ewcQizdVH5
1Kd4sy7i1UMYm3TcUTeac6Y63VisZwhiQZ,9000000,02d2c316bb4c30dc7dfaafc9dbfe96263ba496b7a557b5c372aea0b9f7ac779f,14idiFNieZRhJFYUDAwGbvvNw6hN7tbNwuMQgYyLxAGL3XGa
1BdAsTRgDZ2wLpgdyYK4PfjUh6yTvBugP4,100000000,97e51b596a061cb698e26c045a93a1c508627d83a0cc00f397f2a91ed61a4052,15AeM6A3Vr7URH1JeB3mTismvAQwDBGRqntypox1FD2tgkB2
15aQnCprS1bLc7rpnMUxbjpBc2WjqFdsum,13750000,f30c368969dd81346a81402b8b6af9d984ee9c494bd174a99666eee5ea2fca4e,148MEm1svQCFnpQoCKMYCGf2viAZ5BmqeJyiU83iRowZwVMH
1CnwGDhu5VRecPQXETF6xfX8aaLtoxXnMS,142800000,c6300e046ecf6e3240dd9181162525562f6d32c8c1e08a9b28d9bff189b9c9b0,1eRZB6dm6Xm579fz3WN8cRMysbZi27ZQSD2oQprBqbxcidb
1H3G1aLX9Z2Mi17Bt51kdpHLG2KkUeTc3f,50000000,32c745286b2b67590d31e0cd4917a55c8a99c9e2d4f9575ce85c774e8125a409,13QUMG5USthD4sy7zowCrvv8rrN7ifEib7XfyLcTiecpWPzb
1BTAXLEe1PHPrtMFCgvFdzqfvdVT3QMeN,60000000,b8a3f3b3d1f2745945a4efb9e952cf42c4c8c32380b428f37e448c83b6aa2608,14gYRjn6fn5hu45zEAtXodPDbtaditK8twoWUXFi6DsLwd31
1CnwGDhu5VRecPQXETF6xfX8aaLtoxXnMS,99570000,406818a892fb81a852baf50e757303f72e4c3c51231d42ea7baec3b37960af4d,1eRZB6dm6Xm579fz3WN8cRMysbZi27ZQSD2oQprBqbxcidb
1Jk7419ehSEky2q4ZMKyMNLtnGr2T5jHqo,50660000,4842155906d9cbb4f9e0c5c4f479581d204e35581b10dc12c75b4944b45b32c2,128zFSCFEiGQqpTT42TMFe6vjHcsA7D93ZqvQWjnNXJwTmmh
1MyvmEdHy68M7WUDLzEQg1N6xY767E9wMc,20000010,32becb76d7fd9a6d11fb058c9cc744724e1b84a9d4459a7788e54e6c2b47bb85,15oDbm5U2Cf51kbghtiLcBrfkCLG8Z7vcAbFeDvuxxhLUgSG
187qLbJzW5MMKf4DMxhoChVK4UUkrMeRz1,4130000,9c2364444b2e6b0fad1ccd834059b223ff71a55ed8ee7cdc86f8a8063292df7b,136QsHyYS15QVejyojckDfZvEaUmgVzGzxuetD3oPqKdHNmv
1AinjcLupeQCjwUbbqgNiL33pwSu4W2gJt,115000000,45f824fa90304809a0a492114b73faea34d461c597fdb847ea5ff80e52060b87,15GY81EcQtHGVXtTUXTc59sanZH6MGM7VRaSHCWmBDbZHhTp
1HNijt9hXZyse4yY5ZKohK8MLnJg2APQig,150000000,641f41cd00bca555438298367c075d9a2225b9a46a17f67fc652c1aa227b0dde,1CYDgVCuQ7WvxKmDUmtMkALsyhBdbnUaQZTcWzcMWAy1NXq
1HKginuQrdXGfDWr9DqEbvnnkc2yQcE2DW,970000000,5bfa192b716a20a83362b2ba7db10d470b3bec99917563494636f591d9d01694,16LdAT9R1JGC8C4oqKPrrmYszTWToox3Uq6yidowqEEp9mex
14LRThcg67rUbLUDyiiFcMENwwXoK9BWUq,2036011,21d425cf64b228bdc6d53047c166ef6e76b6e9465e8eabe3e90bbecbce371879,15SHKkzryxZCWzrh3DC7bwbZXXRT6ZvKUzz55cSHhMMLNHtV
1MDP3aBU35teDY9j88J87ngThXJR2EA94G,66000000,85fe6bd5f05ea2ea1668acb31a492c97668539227b1f23457199ad5aaa79358c,16DgeMkbjk19gVGG8iFYG1B7wP7JtRCkyHKtuWjHdZf8Rdij
19UhyjVyzctabUus3tVBR6Fwvxzg1eKJHj,14000000,b120969d59f0c4b65d2f3df2fb8d5cabaf2bc312570f7e5307cb97200d78b84d,15DbxhApp8XCy2VeZcp6V2CDn4vi73stdAaqTtxPkp3nians
1FhCFMdnrpDDTJDbQ7SoEpo52jPWEDHda9,6200000000,3a767dcd235679ebbcf72e0dee02c106153eb1253ee96546ae7a7e37482493c0,145TfMd6iGg2aMxosq7bSSf1duGRnFrFBXnu8xTmLqujn7Cg
1JXEvJasJVV3WWSu7z5hNrX8x7oHkMDN98,3200000,15d42de08daadefe8a88275788b97bba5d259a2ecc0aed5bea12dab72fff2b97,1jjaNgiJVHb5Qq7Eezfv2JvHqiX3mkWMRJ9c8NJUhKRxrJ3
1CuKQy8iR6HXXov6MgWkZiQ2K8JJRCK1kd,13200000,56032f04d2d6e6900cf33afef8eb8a96ae797245ba76893899d40ea54194b91d,12WAmaZ3vnWk15ZWDaYm83PAWrURKDbdBoNHM6RVAnZangM8
1MsiKvVbBNFEWqdqyxb23KJQiGMvZgSzm1,2000000,5c1dd204151049ede08cbd7548e742b4dcb1abd9410c3076d2e9f535c376e4bf,12RE2rLMeKk5Vgdat1XkZKPnu4PpPDjzJ6vt33wU8NgkqRqa
18u8CrPwj7aXW8uagezgwCdPPPhK5niqon,5230000,a8643e97967596eec33dc5faadd7806d031d7e88c4b187dc23c72166ef9dab8c,1gVAeARH98pMuvSss5QHx3GyMhGddN8rUHnUsE1UMdX4CP5
1FhCFMdnrpDDTJDbQ7SoEpo52jPWEDHda9,300000000,299ba026521047a7d1c02c74dc57eb13267e5056b8a601dcaa5b4dbc4fa01347,145TfMd6iGg2aMxosq7bSSf1duGRnFrFBXnu8xTmLqujn7Cg
1L1Yac3oCBDm4QXgCEVZY7aYjSZAmhYXGY,6213740,dee9edaa6b8b2ee0ac11895d6d60d2e603d9fb0eadde3e2a3998631579eeda41,133eazgGeELCmMaQwnBWuPf5MXvxVN6AW7qEmYH4CDdLJsKr
125R7RTXSPB1vhqvK7B8r6rjgcUiNrF3ce,1569356,f1c0eb590ef1124015086018e4f67423631ac0a7eaae88036df5cb5b9755859f,14mpWLK4tS6nDbmdg6PfkRVWvQvSYAJDFF3oum5B8bYLr2Sb
1A3BR4GF3iPHs3b6wSL5Fc4zxjVd4Uek67,2658753,d04425c1600541e15990dcce1a79ea4a81d9264b7743595e4939392d0c0f2432,13YUrdxhEBfY3La8p7kXKDCnfw3sChoqoEXXcaaDXck75RnG
1HjBCm4J53iv9KPg4d7LFMKTPNE384LEx8,99960019,1f21ddcf6fde64cb6992260758f3933f7aea7745fd57a9ba5c77ec781417989f,1Rim1cRewNc7a9fGPFx67zmoeg4tmjrkh4LDeqyyYBBt7Fe
14RmK1Wg2TxNGT86D17PYe9u6JHGunD7oj,1650000,b93c0eb64f1b9f77d0c1ca523345330d1247a099fb6234ed7e70e0c623408ca4,15BF5Dm9sYrC6wh2FwuiJmAeWZyF636x6W7iLt8C2YxxDMDT
13U6Xbd85Dyoo6RYFgDPoPHCiYPAFjTPQG,316000000,497efde99d8ecc37b722a4705853d8b873530862eaa9184f2e0632970892f852,14bC1hoCjkorMX6Ztv2rdezfafvo5aMkAcKf2PG3ZT7sr8yd
128usrsteEHmUj8uhgEGWdvGi9QFV4prDn,6600000,42b948a668b73d8b8fcc24032254957330b6aced0c68be3377ba9fff9328e3ad,13gHJUUAfXNUHX2XkgF4F8R8bpWxzUU6DvB3Wjzm2N5R2VvK
1FgPmcEiuzpk3psk4enBGkXS3KUAiAd1Wu,50000000,8cba036860a2510b62e7209849e637fac84314bc2e0c47781c8ce3a77a8e6a8e,138vpvFZb14Si5xVvLYDyDKLkCcC85Pgae8Nru5ABiHxffMb
16TGoBjiSXdP4EoAwtZASwvLU21NMW7Ech,250000000,f1bda6c8dc2d8d74976b2675d1fb83e0a132b28f084291dff404882815939b1d,15MU3hsZDPe7KmPkfhWDgKaFnTbGQ8ddTHzQqYHhVmJwWVWW
1FhCFMdnrpDDTJDbQ7SoEpo52jPWEDHda9,1000000000,bae41ceb0eaadf03c6100b6780309719394021b1a31e5c106d62b983fff5051a,145TfMd6iGg2aMxosq7bSSf1duGRnFrFBXnu8xTmLqujn7Cg
16ryrp9b6EP7BFC6S29EgzeUkvj5f7fSDn,28813059,5d374704ed482ccfc3d7461047bbd0cf50cd97f1fa9004f3a091da84eb9d03c8,12LM1w5LbtJoTEySHigQX78gdYFHKBVFyX24nDPYXSUkLE4n
1A3BR4GF3iPHs3b6wSL5Fc4zxjVd4Uek67,17700000,884e0993cf44a24afac4c89d1289ac391e2d625b5f6efc4e9107c985a3d6048e,13YUrdxhEBfY3La8p7kXKDCnfw3sChoqoEXXcaaDXck75RnG
1FPrnjLq5D8SP57eWrBdtHw7ZtzJ47yyqm,70844900,0a43b229f6f36de2a9ffb70940b2861b649589f30cc696bf25c344f2eea45eb6,14i8SWuxwHv5Hbfjqp4V3cUSDzyUdB6nfetXHsTkZhonXeNL
14MW7t1sjyuNsJT7QRpqCKf9CiuqQNSiei,260000000,8e7cb91932fdeb8bf3cc7425771b91fb3305e129d0d3414e9c9ad9195fb80c67,14fqeFo1EPzhmrpK7CSPf8m9k4rfZ8YVYd8V9wYdqc9ZMHwA
1M4LS3jK6FEYbPgeV6figm72BLvbVek6iM,30000000,5f405cf2ddad542c2f77e32cee0f11fdde3540aa51d1ddcedd0fa2358ef197f0,14FwFg6zEDYHpZ9jGJbDnx7bHBw64PFCkTGmzPPyG3cqudKR
1LqeQG7WLJxzmMVPkwZeKxjUB8Qr8U9L7n,24600000,fbc601fb10dce654298f1b7f044508773bb9398686505094ac68b941f7cfc72f,15kvAfbQGGg4wLKh8RpaWVqfqYaK1Vg7hdtshCckYpUzZ77J
1Fq6CdDSfuiJvqC6TWKBXtVRzvRMHuSwn8,20000000,9b97908648ae69c78b3ec649f65e1629b92ea1a6c3280ff3244ce9ce9477d7b4,14NGUTHPtUvjbJttSF4qYmX8mUKk75UweWsL3GZyHw4ue2pv
1HZ56EcekaPiE6YvBhvKoMNs5LpBkKoiWU,14294751,6bf14601aebc26826a5e68d2f8bb76d43ba2a36b2f2a34c85a44f5d4d67ab7f3,14aPeKDH6XNyUaUgYgFXg59MMc77qHWX7hi18SS619Z89btH
181e7UA5n3DcQKzkbusbYxGFbcmTSZgcK9,14890000,c91e224fe80dc323808b24ca9bb5af2035256b02be040bac5f5b7f7913a3042b,14i378NwNdQXeibYuQ8VoosChQm1NfVautGHjoz24xZY6dBd
18dCE6vEsugFMdejVLBSMwehFGSfRuPeWv,1000000000,a1b892d3f6caa03156f19150f87357474e282de4e34012219079c7d88b36f638,16hVXUmyuf3EXAJfY5V9NQoMAD8txQP5KGZ4p1q8aJWWopLn
1HZ56EcekaPiE6YvBhvKoMNs5LpBkKoiWU,56199491,e2cc3f608d24ec9cf59497615094ce64108bb66f8ddd82e740a371dd43816263,14aPeKDH6XNyUaUgYgFXg59MMc77qHWX7hi18SS619Z89btH
15aRPkkoqWvMxWxYuCsRq84B94aktRQuQu,2386748,cc30edbeedc90bce91077b7a0f14c237abe02d6c360b7bc0c925bd2b797cd1ca,1265nU3ZhTq1nZkmEc6AZBuv8X2wC4jMQZHJPyJtbEQV8Bmt
1PSXnHrTxwRf73f6krjZjLFxNwdEitZjLb,7830000,84c6c35670e0414f267c0a42a11d0dd863075ac816c76f6940d3365661d220d4,133vFfBVE5ZktsdQQpFN8BSwb4dASsVg7VeT3PEiiBbZS56F
1gwqWcd3bvYtw6iGyzgAK4pRg3RFPfBnb,167500000,a2820d85123c757f84363871a2123e0287661cb9eb6eeaf93622327d5bc05876,16Q7Zukeo1XwY7AiJuUNEV2LobnqdTcdYuq2jaVLoSsZADfi
1PSXnHrTxwRf73f6krjZjLFxNwdEitZjLb,1937200,6083a26d889132bbe03eac0199c0e29eb9d7c7e1591177f8fe196d347e317823,133vFfBVE5ZktsdQQpFN8BSwb4dASsVg7VeT3PEiiBbZS56F
12xrkXu7xbixv7tSyRXgKbAheXRwP9fith,85000000,1896ac9696dfb97f1d3d8862d0dba59e156e8879e18f0c6945c5c0e8624f863e,15wCZZ4H92unVcmUL4q6bL5XkNCNhFjyy7EFbYv341bQeR9H
16rkgMxkEHao6JfgUNwUnPCQSC595cYKuf,5232000,2c44f21c6f112d745a1089d60e74ca62357e9d610a06b2d0f557413ef916b32a,1eGo9PESHcfSA281rXst96QRpH5dSa7PQ5rLJmFVVibeqL9
15aRPkkoqWvMxWxYuCsRq84B94aktRQuQu,1570000,4c92c8f1107f03fc7552e1e0b40c95ffc6202cd79da8673e52d32db059fcf6cf,1265nU3ZhTq1nZkmEc6AZBuv8X2wC4jMQZHJPyJtbEQV8Bmt
1MHCBHJaHr2BaqAKxBjXPvsimx2znJfTtC,100000000,a9b9ee0f883b469e36212da1eab27fb7ee9d71894ebcb7b28953e57e2742e49b,13QXn17qcXveXoPuW9EDeTBM8E2uH6V54k7VBuWwsxKfhbc7
15aRPkkoqWvMxWxYuCsRq84B94aktRQuQu,2000000,363a3e0606bf274f114b72d65bbd38bf387949288005d7163450efdbf286d78c,1265nU3ZhTq1nZkmEc6AZBuv8X2wC4jMQZHJPyJtbEQV8Bmt
1EhfuR4c4dz7VNsfLCDBRzwC738f6r3dc1,199960000,80c4a64f559baa165ebea3955caf8f7a67e217d9746bef2aae7d46703426356c,15JxS3t1TjtCcKU8XhkVNUAEJWzApmEnUYypCC3VR3U8VAuL
1ND9D68VNeQvkZS1bsDRc3YY71SpE6G44s,10000000,01ab2b3af26a2d743ec371060cf8e6f95a9b4155cbc78b3d4e73081f36935b9a,13jVRT3kFRxxR9S7k7HxQRQLSGjm7wxZvSyEgibdhucanUyX
1VisbpfCurpSbySR74FFR4dXysDA7Bots,28920000,a81ce734bdb6a2282e37685fdfa2f4e43083a825a239aea8725624c22de9a692,12iyQYxj9kU9pKY8Yz23jZrEKD712HWwrCFYAt1ruuf4m9jY
1Drwj9uMaFsB7Kmwgh1c3e1zxw3QKUdWDq,200000000,aa8ed4a842836bc47cb246e704cd2c041fe85ae5934800aadc6a6ff747e95bf8,14d3fcqoGmEvhCr2eA6Az6JLhpbsdvB7e8U66Jr99XBcFqsx
1FUtVoKHdmB8NiZTBtpe52QnPghh9qAmkC,315212132,05312ce030bf7655caac56a5851e3e6833b4eca1c960a32b705b1b67bf631544,15AKPw6QHNFgSEoxLxS5i2ekhYffoG6rbmG2pqskRjbroBUq
15j6euJqdeMixnUFRW4JkXNn1mXf5167YN,152000000,51f5e61dc2678be2965e047f9369be1011789cee594776193dbe377c93069815,13YYsW8B7GAyaBTn2Pb6gA1mchnsMxq5kvWbz6GNAWnGEoia
17SaDMDuKmZpSVUvbeareXA4W6WbpFV1cH,15100000,e899be5322322b3be674252badb35bae6c1016ae4fcc7cdeceaf2b3ef3c176ee,123pmcZQDsQEeK1xWBhNYbg3TYroQ93xL5NRd8GK4A44Mx2L
1KmJ8XbPKM4o95zUfjAjoAvXnvPAAkePJ8,2100000,e3557456b88edf038fdc6fcd3d8400b5f4730572768e7ae99031b9272f05b5a5,15ddXK1J1Ctnt2gUWRmjrx438xSUwZQW7tRFvcS1ikUoNBWJ
1HAn7rkAvCAfB1JKgXhKnoh14SmcaoVRHR,126000000,941f81630bf147fd60d1cb6c5b3b38524c9e53b4ac923f86f570f186b28ade0c,1s7ZDWomtsA5yU3TC9UpnwdmHo1XANTa4ALpZNrs9Fh83yB
1KmJ8XbPKM4o95zUfjAjoAvXnvPAAkePJ8,3150000,f682220d2e14d7770a27244fce1fb71e0c6c6bbbd8f4808c8e35a30b9134408b,15ddXK1J1Ctnt2gUWRmjrx438xSUwZQW7tRFvcS1ikUoNBWJ
13U6Xbd85Dyoo6RYFgDPoPHCiYPAFjTPQG,356000000,0306c5e2ab342ff146e075d7c70bab5d65f59506f8f2498933fdab4f27d18625,14bC1hoCjkorMX6Ztv2rdezfafvo5aMkAcKf2PG3ZT7sr8yd
13U6Xbd85Dyoo6RYFgDPoPHCiYPAFjTPQG,1356000000,94e337061c05a00c94e74904c5d2cc2beedeba3dace6eff5dd2a288b23835feb,14bC1hoCjkorMX6Ztv2rdezfafvo5aMkAcKf2PG3ZT7sr8yd
1BMyhEys3FfK7AARQbr84f5sLZxXGycEst,14300000,bc3ba95721b348494331e04d24bb0eb15d7f73b62dee5653d2a1d044cebf760f,12jLVGFps35S9WczN4ZH2kkiXcWRXC2D4hgdDfAumKmDbnta
